ID,EID,MaxSpeed,Capacity,Lanes,InRoundabout,Length,Xdata,Ydata,FRC
2976,3862,20.1,0,1,0,31.59,0.269733916144767,0.656196935905079,7
957,1053,27.0,0,1,0,65.59,0.294545822106504,0.672809412290464,6
1640,2009,20.8284511566162,0,1,0,27.52,0.323798978284296,0.660111767746479,6
7499,11411,26.0,0,1,0,19.45,0.329472124792896,0.674912818891016,6
3402,4496,27.0627613067627,0,1,0,128.41,0.303805675307169,0.726490916053588,6
5558,8114,20.1,0,1,0,55.97,0.280981781977004,0.19952438488314,7
973,1074,25.8514652252197,0,2,0,65.91,0.253789007569837,0.169229599629798,1
5354,7745,25.8514652252197,0,2,0,119.29,0.184474421577124,0.160737338188003,1
5788,8471,21.0,0,1,0,61.67,0.214489014727293,0.187838478489571,7
974,1076,29.868200302124,0,2,0,11.88,0.31514947970056,0.139546124683052,3
5087,7291,29.868200302124,0,2,0,32.1,0.309183512736333,0.112767872232874,3
3754,5050,20.1,0,1,0,97.38,0.524799715934656,0.308491780111362,7
978,1082,20.1,0,1,0,26.39,0.52073189959284,0.359868102500737,7
3170,4152,20.0,0,1,0,25.77,0.540085846456703,0.343210786369195,7
979,1083,20.0,0,1,0,26.24,0.52073189959284,0.359868102500737,7
3243,4241,18.7489547729492,0,1,0,109.84,0.492256037559758,0.326751592127865,7
2041,2588,21.0,0,1,0,15.62,0.580911968527675,0.647206897708164,7
2488,3194,20.1,0,1,0,90.71,0.546116083287918,0.669895793066986,7
980,1084,17.824634552002,0,1,0,45.71,0.55178409243654,0.648161566718371,7
982,1088,20.0,0,1,0,14.22,0.592963079137544,0.288306621132586,7
5601,8188,20.1,0,1,0,7.14,0.58663340521304,0.300570733073929,7
5494,7992,20.1,0,1,0,79.16,0.608718139352184,0.32528319871055,7
3563,4773,20.0,0,1,0,1.92,0.595746169470288,0.274672347261511,7
983,1089,20.1,0,1,0,14.3,0.592963079137544,0.288306621132586,7
3315,4383,20.1,0,1,0,31.21,0.606793738011981,0.282962241460586,7
1472,1772,20.1,0,1,0,39.6,0.655164936370315,0.728968289571756,7
988,1094,23.0,0,1,0,50.4,0.657323929606243,0.701817263315827,7
998,1111,22.0,0,1,0,27.47,0.32841286225714,0.310046996908622,7
2185,2779,20.7,0,1,0,45.93,0.335052987465955,0.286815472790246,6
1001,1115,13.0,0,1,0,29.02,0.496014389473747,0.632398736926311,6
4317,6011,20.1,0,1,0,39.42,0.475913688316415,0.622487538992078,7
1093,1243,18.7489547729492,0,1,0,29.39,0.486195137016779,0.601482226156106,6
1523,1842,20.8493728637695,0,1,0,47.08,0.753800705847016,0.689333422724217,3
1003,1119,23.0,0,1,0,146.88,0.716459702321442,0.640330857019626,7
4275,5925,23.2133884429932,0,1,0,93.59,0.778155515666496,0.632754651903292,3
2312,2960,20.1,0,1,0,73.57,0.711694799433977,0.348224200170533,7
4241,5877,20.1,0,1,0,70.82,0.749333678537115,0.328063013744443,7
1004,1120,20.1,0,1,0,92.23,0.692154105423127,0.308055612040043,7
1005,1121,20.1,0,1,0,92.16,0.692154105423127,0.308055612040043,7
8953,14275,20.1,0,1,0,7.16,0.656733995533643,0.296082905332618,7
1021,1142,22.5627613067627,0,2,0,15.84,0.781920605729152,0.282930223577244,1
1813,2244,20.1,0,1,0,7.55,0.787878360637716,0.290208118122297,7
6619,9906,23.9979114532471,0,1,0,39.28,0.277771644945935,0.340503436516751,6
1044,1174,19.7928867340088,0,1,0,33.7,0.302302919136533,0.36627729744202,6
8321,13024,20.1,0,1,0,15.97,0.280274393858152,0.358649510681823,7
3057,3993,19.7928867340088,0,1,0,4.58,0.31791029728693,0.378700575365014,6
1045,1175,23.9979114532471,0,1,0,33.75,0.302302919136533,0.36627729744202,6
1052,1186,23.9979114532471,0,1,0,104.35,0.162845426484735,0.193024942495437,6
1701,2101,19.7928867340088,0,1,0,50.45,0.199452233968929,0.248194624080087,6
2162,2742,21.0,0,1,0,11.97,0.17720025820305,0.231017642499808,6
1428,1711,25.8514652252197,0,2,0,24.37,0.131653116133724,0.155319006030847,1
1053,1188,25.5690383911133,0,1,0,55.9,0.205973822610287,0.926807424844182,5
1637,2005,25.5690383911133,0,1,0,61.47,0.177307720831008,0.974723082286298,5
1056,1193,15.4414224624634,0,2,0,55.59,0.329555359423095,0.199414193678309,1
1058,1195,20.7,0,1,0,34.92,0.364323250834224,0.268139093237019,6
8962,14288,20.7,0,1,0,19.27,0.386865803467739,0.270238708031103,6
1064,1201,18.7489547729492,0,1,0,28.32,0.464523848411138,0.541584182276662,6
2211,2820,13.0,0,1,0,34.37,0.475529576252343,0.569127529755125,6
1065,1203,15.0,0,1,0,62.75,0.606270732276909,0.201827306699883,7
4490,6324,21.2154808044434,0,2,0,21.82,0.591500651158811,0.19983941127387,1
1105,1258,21.2154808044434,0,2,0,19.51,0.638456612075096,0.209629827095448,1
1070,1208,20.1,0,1,0,101.12,0.720086430071514,0.228567747320631,7
3813,5143,28.458158493042,0,1,0,7.16,0.683740301060463,0.224048518681678,6
3763,5062,27.5313816070557,0,1,0,86.19,0.696703914886248,0.171101428185063,6
6153,9085,20.1,0,1,0,11.33,0.755905808999221,0.248526750373997,7
4171,5757,21.8242683410645,0,1,0,48.5,0.872648805724564,0.289886088330256,6
1873,2338,23.0,0,1,0,20.85,0.8682264199078,0.257069653680096,6
3162,4142,17.6799163818359,0,1,0,44.28,0.892775349766243,0.263498093673499,6
1496,1803,20.7,0,1,0,44.86,0.445995732918578,0.818427596185998,6
2046,2593,19.5836811065674,0,1,0,29.65,0.548160928446711,0.535208664134146,5
1096,1246,17.8329849243164,0,1,0,43.74,0.562861023986255,0.524729941451852,6
4320,6022,21.884937286377,0,1,0,21.65,0.562332222315545,0.554198035251008,5
1309,1559,17.8329849243164,0,1,0,17.11,0.570978385055907,0.495683784191483,6
1097,1247,21.9790802001953,0,1,0,43.52,0.562861023986255,0.524729941451852,6
2630,3380,20.1,0,1,0,36.55,0.580785127596629,0.513354685344702,7
2086,2650,21.2154808044434,0,2,0,7.9,0.650746438566604,0.212984766834075,1
8001,12369,20.1,0,1,0,27.58,0.141990738450021,0.505193859663346,7
1136,1303,20.1,0,1,0,86.55,0.0950950677509669,0.511958250445363,7
3928,5351,20.1,0,1,0,15.35,0.262930997883687,0.570697684962505,7
1139,1307,20.1,0,1,0,110.56,0.311350041662015,0.568760378282983,7
2578,3311,20.1,0,1,0,51.96,0.270740262697941,0.594170940832069,7
3035,3963,20.8284511566162,0,1,0,55.49,0.358640389495711,0.543413982252384,6
1529,1850,16.9728031158447,0,3,0,22.12,0.948537763082029,0.338296862542637,3
1160,1341,22.5627613067627,0,2,0,12.33,0.860887275727219,0.326504401482725,1
2815,3649,22.5627613067627,0,2,0,84.12,0.829316860381357,0.308350220696745,1
5232,7524,20.1,0,1,0,8.49,0.852084086667347,0.324907021267901,7
5839,8560,17.824634552002,0,1,0,35.1,0.615908735787257,0.6047031328894,7
4297,5971,18.7489547729492,0,1,0,4.98,0.503348502364625,0.652095835654327,6
1212,1416,17.824634552002,0,1,0,121.49,0.462788887933293,0.665424697488862,7
3670,4933,21.0,0,1,0,20.36,0.517746669837432,0.652566514067965,7
1213,1417,21.0,0,1,0,121.59,0.462788887933293,0.665424697488862,7
7177,10873,22.6464443206787,0,1,0,8.98,0.415714692212837,0.673635192567108,7
1222,1430,23.2133884429932,0,1,0,4.4,0.795619202396106,0.592955638241989,3
3725,5006,25.0,0,1,0,147.39,0.747543524250793,0.568482093189941,6
4274,5924,20.8493728637695,0,1,0,93.55,0.778155515666496,0.632754651903292,3
1855,2314,16.7928867340088,0,1,0,261.3,0.880060350932388,0.649833140492381,6
1385,1653,20.1,0,1,0,79.77,0.802181251817299,0.352408331995143,7
1224,1432,20.1,0,1,0,70.16,0.853574351383284,0.382646334128818,7
1269,1492,20.1,0,1,0,92.65,0.814957541822769,0.404057210907944,7
1263,1485,24.0,0,1,0,65.63,0.0848398341879361,0.613744965202188,7
3675,4940,20.1,0,1,0,17.95,0.0885301477187626,0.582284595786869,7
1266,1488,20.7,0,1,0,29.53,0.430951508442796,0.727821815624638,6
2165,2747,20.7,0,1,0,60.49,0.438620726239515,0.769784438986795,6
7450,11321,20.1,0,1,0,30.95,0.442957630481449,0.733480396315495,7
