EndNode1,EndNode2,TurnID,DualNode,Weight
674,531,162009,268,1.0
675,580,110839,300,1.0
676,737,197799,403,1.0
677,509,147062,256,1.0
677,510,147063,256,1.0
678,162,100351,80,1.0
679,627,144798,330,1.0
680,707,173575,389,1.0
681,64,148301,30,1.0
682,601,183755,312,1.0
682,603,183756,312,0.0
683,444,156848,224,1.0
684,430,101652,215,1.0
685,184,143531,92,1.0
685,185,143530,92,1.0
686,688,195793,376,1.0
687,697,185433,382,1.0
688,172,116510,86,1.0
688,173,116512,86,1.0
688,174,116511,86,1.0
689,687,185434,375,1.0
690,667,133221,361,1.0
691,711,195280,392,1.0
692,573,116523,296,1.0
693,630,147453,332,1.0
694,331,175642,159,1.0
695,244,183436,118,1.0
695,245,183437,118,1.0
696,585,112186,302,1.0
697,436,102251,219,1.0
698,686,185435,375,1.0
699,319,144517,154,1.0
699,320,144516,154,1.0
699,321,144518,154,1.0
700,701,190912,385,1.0
701,664,178035,358,1.0
702,165,108539,82,1.0
702,166,108540,82,0.5
703,728,197755,401,1.0
703,729,197754,401,1.0
703,730,197753,401,1.0
704,706,173574,389,1.0
706,678,164529,370,1.0
706,679,164528,370,1.0
707,705,171458,388,1.0
708,68,187625,32,1.0
709,582,110845,301,1.0
709,583,110844,301,1.0
710,714,193444,395,1.0
711,653,190028,348,1.0
712,404,194109,200,1.0
713,716,194726,397,1.0
714,712,192530,393,1.0
715,672,134376,365,1.0
716,74,172302,35,1.0
716,75,172303,35,1.0
717,79,166364,38,1.0
718,255,121624,122,1.0
718,256,121623,122,2.0
719,259,176036,124,1.0
720,358,176371,174,1.0
721,123,142273,62,1.0
721,124,142274,62,1.0
722,131,148607,65,1.0
722,132,148608,65,0.5
723,225,185446,109,1.0
724,23,124248,11,1.0
724,24,124249,11,1.0
725,295,166539,140,1.0
725,296,166538,140,1.0
726,452,103047,228,1.0
727,454,148315,229,1.0
728,506,104506,254,1.0
728,507,104507,254,1.0
729,595,119891,308,1.0
730,637,181012,337,1.0
731,702,181693,386,1.0
732,332,172378,160,1.0
733,333,140278,161,1.0
734,356,185866,172,1.0
735,563,144733,288,1.0
736,666,139467,360,1.0
737,703,169082,387,1.0
738,181,192784,90,1.0
739,424,101349,212,1.0
740,661,141293,355,1.0
742,82,170375,40,1.0
743,562,159564,287,1.0
744,618,181872,322,1.0
745,266,116689,128,1.0
745,267,116690,128,1.0
746,337,150692,164,1.0
746,338,150691,164,1.0
747,515,112459,258,1.0
748,279,157518,134,1.0
748,280,157519,134,1.0
749,306,185450,147,1.0
750,758,198292,413,1.0
751,706,173577,389,1.0
751,707,173576,389,1.0
752,484,186514,243,1.0
752,485,186515,243,3.33333333333333
753,752,198001,409,1.0
754,617,181871,322,1.0
755,619,178349,323,1.0
756,464,157977,234,1.0
756,465,157976,234,1.0
756,466,157978,234,1.0
757,504,153485,253,1.0
758,699,180249,383,1.0
759,748,197907,407,1.0
759,749,197911,407,1.0
760,106,147380,53,1.0
761,311,125169,150,1.0
761,313,125170,150,1.0
762,472,191637,237,1.0
763,591,112965,305,1.0
764,218,124244,106,1.0
764,219,124245,106,1.0
765,561,107692,286,1.0
766,646,156849,342,1.0
768,158,138424,78,1.0
768,159,138423,78,1.0
769,326,183279,157,1.0
770,349,132880,168,1.0
770,350,132881,168,1.0
771,397,137184,195,1.0
771,398,137185,195,1.0
772,704,171460,388,1.0
773,169,158839,84,1.0
773,170,158838,84,1.0
774,234,159768,114,1.0
774,235,159767,114,1.0
775,292,158285,139,1.0
775,293,158284,139,1.0
776,191,159760,95,1.0
776,192,159758,95,1.0
776,193,159759,95,1.0
777,85,111930,42,1.0
778,425,101387,213,1.0
778,426,101388,213,1.0
778,427,101389,213,1.0
779,167,177594,83,1.0
780,207,181970,102,1.0
780,208,181971,102,1.0
781,420,138421,210,1.0
782,607,194489,314,1.0
783,615,132118,321,1.0
784,164,121626,81,1.0
785,631,183430,333,1.0
786,764,198522,415,1.0
786,765,198523,415,3.33333333333333
786,766,198521,415,3.33333333333333
787,308,140170,148,1.0
787,309,140171,148,3.33333333333333
788,486,145116,244,1.0
789,311,125167,150,1.0
789,312,125168,150,1.0
790,241,158724,117,1.0
790,243,158725,117,0.0
791,241,158722,117,1.0
791,242,158723,117,1.0
792,138,128979,69,1.0
792,139,128978,69,1.0
793,638,116574,338,1.0
793,639,116573,338,3.33333333333333
794,601,183753,312,1.0
794,602,183754,312,1.0
795,738,197836,404,1.0
795,739,197838,404,1.0
795,740,197837,404,1.0
796,97,158277,48,1.0
796,98,158279,48,1.0
796,99,158278,48,1.0
797,18,127632,9,1.0
798,15,123223,8,1.0
798,16,123224,8,1.0
799,604,137359,313,1.0
799,605,137358,313,1.0
800,148,122110,73,1.0
801,142,139406,71,1.0
801,143,139408,71,1.0
801,144,139407,71,1.0
802,342,118329,166,1.0
802,343,118330,166,1.0
802,344,118331,166,1.0
803,732,197766,402,1.0
803,733,197769,402,1.11111111111111
803,734,197767,402,1.11111111111111
803,736,197768,402,0.666666666666667
804,315,146582,152,1.0
804,316,146581,152,1.0
