EndNode1,EndNode2,ID,EID,MaxSpeed,Capacity,Lanes,InRoundbaout,Length
95,208,3056,3991,30,0,1,0,69.41
96,97,725,719,30,0,1,0,12.25
97,231,4436,6225,30,0,1,0,5.03
97,408,3357,4432,30,0,1,0,59.19
98,51,730,729,30,0,1,0,170.35
98,173,2670,3436,30,0,1,0,14.91
99,100,743,745,30,0,1,0,29.33
99,114,3153,4133,30,0,1,0,43.8
99,278,5196,7467,30,0,1,0,12.34
99,341,8313,13011,30,0,1,0,22.32
100,84,799,820,30,0,1,0,99.67
100,252,2214,2824,30,0,1,0,68.4
101,195,6133,9050,30,0,1,0,44.44
101,246,5668,8290,30,0,1,0,26.35
102,8,784,797,30,0,1,0,32.55
102,33,3216,4207,30,0,1,0,35.9
102,432,1559,1885,10,0,1,0,11.14
103,96,787,804,30,0,1,0,10.07
104,105,788,806,30,0,1,0,52.92
104,191,1480,1782,30,0,1,0,24.47
104,241,2178,2767,30,0,1,0,8.42
105,15,5073,7266,30,0,1,0,5.93
105,104,789,807,30,0,1,0,53.29
105,106,790,808,30,0,1,0,169.23
105,368,5424,7866,30,0,2,0,11.42
106,105,791,809,30,0,1,0,168.76
106,221,4036,5531,30,0,1,0,10.08
106,415,7290,11059,30,0,1,0,84.63
107,108,794,814,30,0,1,0,19.22
107,155,1308,1558,30,0,1,0,17.31
108,21,3700,4973,30,0,1,0,5.75
108,107,795,815,30,0,1,0,19.57
109,128,2042,2589,30,0,1,0,16.12
109,399,797,817,30,0,1,0,23.82
110,119,955,1050,30,0,1,0,21.81
110,214,1704,2104,30,0,1,0,45.27
111,112,861,918,30,0,1,0,91.22
111,163,1178,1366,30,0,1,0,81.27
112,166,3726,5007,30,0,1,0,147.19
112,266,4650,6590,30,0,1,0,26.06
113,47,897,965,30,0,1,0,38.89
114,99,3152,4132,30,0,1,0,43.99
114,420,910,981,30,0,1,0,70.04
114,424,909,979,30,0,1,0,92.67
115,116,930,1010,30,0,1,0,89.55
115,189,1446,1736,30,0,1,0,27.1
116,10,4014,5501,10,0,1,0,55.2
116,43,8267,12892,30,0,1,0,14.03
117,118,941,1024,30,0,1,0,8.2
117,444,7528,11458,30,0,1,0,70.7
117,445,6199,9166,30,0,1,0,59.17
118,117,942,1025,30,0,1,0,7.97
118,275,6060,8915,30,0,1,0,7.11
118,381,6273,9294,30,0,1,0,50.81
119,347,4595,6514,30,0,1,0,12.6
120,121,956,1052,30,0,1,0,65.14
120,209,1638,2006,30,0,1,0,40.58
120,284,2976,3862,30,0,1,0,31.59
121,120,957,1053,30,0,1,0,65.59
121,210,1640,2009,30,0,1,0,27.52
121,238,7499,11411,30,0,1,0,19.45
121,298,3402,4496,30,0,1,0,128.41
122,54,5558,8114,30,0,1,0,55.97
122,123,973,1074,30,0,2,0,65.91
123,142,5354,7745,50,0,2,0,119.29
123,207,5788,8471,30,0,1,0,61.67
124,125,974,1076,30,0,2,0,11.88
125,438,5087,7291,30,0,2,0,32.1
126,61,3754,5050,30,0,1,0,97.38
126,127,978,1082,30,0,1,0,26.39
126,181,3170,4152,30,0,1,0,25.77
127,126,979,1083,30,0,1,0,26.24
127,221,3243,4241,30,0,1,0,109.84
128,109,2041,2588,30,0,1,0,15.62
128,262,2488,3194,30,0,1,0,90.71
128,406,980,1084,30,0,1,0,45.71
129,130,982,1088,30,0,1,0,14.22
129,225,5601,8188,30,0,1,0,7.14
129,227,5494,7992,30,0,1,0,79.16
130,60,3563,4773,30,0,1,0,1.92
130,129,983,1089,30,0,1,0,14.3
130,263,3315,4383,30,0,1,0,31.21
131,23,1472,1772,30,0,1,0,39.6
131,98,988,1094,30,0,1,0,50.4
132,133,998,1111,30,0,1,0,27.47
133,3,2185,2779,30,0,1,0,45.93
134,39,1001,1115,30,0,1,0,29.02
134,253,4317,6011,30,0,1,0,39.42
134,407,1093,1243,30,0,1,0,29.39
135,71,1523,1842,30,0,1,0,47.08
135,111,1003,1119,30,0,1,0,146.88
135,166,4275,5925,30,0,1,0,93.59
136,67,2312,2960,30,0,1,0,73.57
136,86,4241,5877,30,0,1,0,70.82
136,137,1004,1120,30,0,1,0,92.23
137,136,1005,1121,30,0,1,0,92.16
137,194,8953,14275,30,0,1,0,7.16
138,52,1021,1142,50,0,2,0,15.84
138,219,1813,2244,30,0,1,0,7.55
139,95,6619,9906,30,0,1,0,39.28
139,140,1044,1174,30,0,1,0,33.7
139,426,8321,13024,30,0,1,0,15.97
140,56,3057,3993,30,0,1,0,4.58
140,139,1045,1175,30,0,1,0,33.75
141,142,1052,1186,30,0,1,0,104.35
141,213,1701,2101,30,0,1,0,50.45
141,248,2162,2742,30,0,1,0,11.97
142,186,1428,1711,50,0,2,0,24.37
143,144,1053,1188,30,0,1,0,55.9
144,451,1637,2005,30,0,1,0,61.47
145,398,1056,1193,30,0,2,0,55.59
146,13,1058,1195,30,0,1,0,34.92
146,179,8962,14288,30,0,1,0,19.27
147,17,1064,1201,30,0,1,0,28.32
147,407,2211,2820,30,0,1,0,34.37
148,149,1065,1203,30,0,1,0,62.75
148,343,4490,6324,50,0,2,0,21.82
149,156,1105,1258,50,0,2,0,19.51
150,151,1070,1208,30,0,1,0,101.12
150,414,3813,5143,30,0,1,0,7.16
150,443,3763,5062,30,0,1,0,86.19
151,345,6153,9085,30,0,1,0,11.33
152,28,4171,5757,30,0,1,0,48.5
152,202,1873,2338,30,0,1,0,20.85
152,463,3162,4142,30,0,1,0,44.28
153,79,1496,1803,30,0,1,0,44.86
154,5,2046,2593,30,0,1,0,29.65
154,155,1096,1246,30,0,1,0,43.74
154,257,4320,6022,30,0,1,0,21.65
155,107,1309,1559,30,0,1,0,17.11
155,154,1097,1247,30,0,1,0,43.52
155,269,2630,3380,30,0,1,0,36.55
156,244,2086,2650,50,0,2,0,7.9
157,250,8001,12369,30,0,1,0,27.58
157,419,1136,1303,30,0,1,0,86.55
158,12,3928,5351,30,0,1,0,15.35
158,159,1139,1307,30,0,1,0,110.56
158,232,2578,3311,30,0,1,0,51.96
159,230,3035,3963,30,0,1,0,55.49
160,447,1529,1850,30,0,3,0,22.12
161,162,1160,1341,50,0,2,0,12.33
162,197,2815,3649,50,0,2,0,84.12
162,364,5232,7524,30,0,1,0,8.49
163,399,5839,8560,30,0,1,0,35.1
164,39,4297,5971,30,0,1,0,4.98
164,165,1212,1416,30,0,1,0,121.49
164,406,3670,4933,30,0,1,0,20.36
165,164,1213,1417,30,0,1,0,121.59
165,234,7177,10873,30,0,1,0,8.98
166,26,1222,1430,30,0,1,0,4.4
166,112,3725,5006,30,0,1,0,147.39
166,135,4274,5924,30,0,1,0,93.55
166,461,1855,2314,30,0,1,0,261.3
167,86,1385,1653,30,0,1,0,79.77
167,93,1224,1432,30,0,1,0,70.16
167,171,1269,1492,30,0,1,0,92.65
168,8,1263,1485,30,0,1,0,65.63
168,31,3675,4940,30,0,1,0,17.95
169,170,1266,1488,30,0,1,0,29.53
170,153,2165,2747,30,0,1,0,60.49
170,222,7450,11321,30,0,1,0,30.95
171,167,1270,1493,30,0,1,0,92.74
171,374,6541,9779,30,0,1,0,52.72
172,448,1276,1507,50,0,2,0,10.92
173,399,1295,1536,30,0,1,0,47.47
174,316,3770,5071,50,0,2,0,25.97
175,176,1343,1598,30,0,1,0,46.5
176,190,1479,1781,30,0,1,0,44.32
176,214,2118,2691,30,0,1,0,83.58
177,171,1643,2012,30,0,1,0,43.33
178,179,1368,1634,30,0,1,0,40.27
179,146,8963,14289,30,0,1,0,17.58
179,217,1732,2141,30,0,1,0,69.11
179,455,1369,1635,30,0,1,0,40.47
180,181,1380,1648,30,0,1,0,110.57
180,227,1919,2413,30,0,1,0,64.46
180,272,8398,13211,30,0,1,0,8.12
181,126,3171,4153,30,0,1,0,25.49
181,180,1381,1649,30,0,1,0,110.26
181,226,3626,4869,30,0,1,0,26.61
182,23,1736,2145,30,0,1,0,23.24
182,50,1418,1692,30,0,1,0,97.44
182,277,3382,4468,30,0,1,0,47.55
183,184,1419,1695,30,0,1,0,102.2
183,233,4272,5921,30,0,1,0,8.47
184,110,2087,2652,30,0,1,0,48.97
185,404,1420,1697,30,0,1,0,16.29
186,366,5355,7747,50,0,2,0,7.08
187,33,5498,8000,30,0,1,0,26.87
187,188,1429,1712,30,0,1,0,9.32
187,295,5310,7660,30,0,1,0,12.47
188,187,1430,1713,30,0,1,0,10.01
188,276,7102,10743,30,0,1,0,44.35
189,78,8037,12433,30,0,1,0,38.12
190,183,2410,3096,30,0,1,0,43.33
191,104,1481,1783,30,0,1,0,24.69
191,281,6847,10325,30,0,1,0,43.65
192,50,3047,3980,30,0,1,0,37.04
193,4,2025,2561,30,0,1,0,62.23
193,132,2208,2817,30,0,1,0,23.57
194,53,1498,1805,30,0,1,0,58.69
194,137,8952,14274,30,0,1,0,7.16
194,263,2508,3216,30,0,1,0,47.14
194,283,2923,3795,30,0,1,0,45.95
195,72,4391,6147,30,0,1,0,48.17
195,101,6134,9051,30,0,1,0,43.96
196,197,1500,1809,30,0,1,0,4.55
197,138,7038,10627,50,0,2,0,13.24
198,10,5699,8327,30,0,1,0,50.74
198,199,1534,1857,30,0,1,0,60.69
199,379,6149,9074,30,0,1,0,10.07
200,452,7006,10585,30,0,1,0,19.72
201,69,6138,9055,30,0,1,0,10.3
201,202,1568,1898,30,0,1,0,33.0
202,152,1874,2339,30,0,1,0,20.78
202,201,1569,1899,30,0,1,0,33.0
203,319,3811,5141,30,0,1,0,33.67
204,178,2012,2542,30,0,1,0,92.75
204,205,1583,1923,50,0,2,0,55.4
205,334,5226,7514,50,0,2,0,19.68
206,357,4890,6970,30,0,1,0,27.55
207,141,6314,9357,30,0,1,0,24.76
208,95,3055,3990,30,0,1,0,69.61
208,213,2117,2689,30,0,1,0,15.13
209,120,1639,2007,30,0,1,0,40.28
209,276,2784,3595,30,0,1,0,33.92
209,394,8527,13476,30,0,1,0,38.06
210,369,5488,7982,30,0,1,0,9.89
210,433,4822,6860,30,0,1,0,43.96
211,115,1647,2022,30,0,1,0,37.38
211,418,3613,4848,30,0,1,0,112.01
212,354,5704,8336,30,0,1,0,52.79
213,141,1700,2100,30,0,1,0,50.59
213,208,2116,2688,30,0,1,0,15.33
213,242,3407,4502,30,0,1,0,107.33
213,430,1694,2092,30,0,1,0,15.34
214,113,4122,5684,30,0,1,0,36.43
215,216,1705,2107,30,0,1,0,5.77
216,306,4419,6190,30,0,1,0,11.55
217,14,5455,7925,30,0,1,0,34.01
217,82,2122,2697,30,0,1,0,67.64
217,179,1731,2140,30,0,1,0,69.16
218,245,2103,2674,30,0,1,0,38.32
219,138,1814,2245,30,0,1,0,7.65
219,382,6427,9570,30,0,1,0,18.01
220,329,5426,7870,30,0,1,0,21.5
221,61,1892,2368,30,0,1,0,78.54
221,106,4035,5530,30,0,1,0,9.92
221,127,3242,4240,30,0,1,0,110.03
222,223,1914,2406,30,0,1,0,36.22
223,265,3251,4265,30,0,1,0,70.3
224,415,1915,2409,50,0,2,0,67.68
225,129,5602,8189,30,0,1,0,7.03
225,226,1916,2410,30,0,1,0,31.52
226,181,3625,4868,30,0,1,0,26.8
226,225,1917,2411,30,0,1,0,31.42
227,129,5495,7993,30,0,1,0,78.81
227,180,1918,2412,30,0,1,0,64.61
227,283,3052,3987,30,0,1,0,16.7
228,250,2949,3828,30,0,1,0,73.29
228,400,1930,2427,30,0,1,0,169.52
229,230,1953,2464,30,0,1,0,38.71
229,400,6106,9003,30,0,1,0,70.89
230,229,1954,2465,30,0,1,0,38.57
230,320,3823,5158,30,0,1,0,15.35
231,422,1957,2468,30,0,1,0,42.81
232,35,1958,2472,30,0,1,0,52.43
232,158,2577,3310,30,0,1,0,52.34
232,284,5937,8718,30,0,1,0,25.84
233,234,2002,2528,30,0,1,0,23.65
233,311,3594,4812,30,0,1,0,12.67
234,165,7176,10872,30,0,1,0,9.23
234,233,2003,2529,30,0,1,0,23.34
234,239,8526,13475,30,0,1,0,12.28
234,411,8603,13625,30,0,1,0,37.33
235,143,5013,7170,30,0,1,0,19.52
235,236,2024,2558,30,0,2,0,39.79
236,1,8232,12825,30,0,1,0,5.41
236,304,7610,11605,30,0,1,0,49.54
237,410,2026,2565,50,0,2,0,10.46
238,45,5136,7380,30,0,1,0,47.67
238,121,7498,11410,30,0,1,0,19.64
238,239,2043,2590,30,0,1,0,84.31
239,234,8525,13474,30,0,1,0,11.59
239,238,2044,2591,30,0,1,0,83.31
240,6,2048,2595,30,0,1,0,39.98
240,281,2888,3741,30,0,1,0,26.09
241,21,4925,7035,30,0,1,0,168.83
241,104,2177,2766,30,0,1,0,8.24
241,127,2049,2596,30,0,1,0,80.63
242,428,2076,2637,30,0,1,0,123.04
243,60,2083,2645,30,0,1,0,51.41
243,352,7781,11927,50,0,2,0,6.97
244,292,4493,6330,50,0,2,0,11.72
244,442,7599,11580,30,0,1,0,42.76
245,298,4282,5932,30,0,1,0,83.78
245,396,8763,13926,30,0,1,0,46.81
246,247,2123,2699,30,0,1,0,30.65
247,278,2819,3655,30,0,1,0,29.79
247,341,6536,9772,30,0,1,0,6.35
248,77,5012,7169,30,0,1,0,99.1
248,141,2163,2743,30,0,1,0,12.15
248,242,7841,12034,30,0,1,0,64.39
249,214,2164,2745,30,0,1,0,111.64
250,157,8000,12368,30,0,1,0,27.74
250,228,2950,3829,30,0,1,0,73.14
250,251,2205,2812,30,0,1,0,44.53
251,250,2206,2813,30,0,1,0,44.27
251,301,7203,10911,30,0,1,0,28.45
251,335,4069,5597,30,0,1,0,35.28
252,277,2802,3627,30,0,1,0,27.51
253,134,4316,6010,30,0,1,0,39.67
253,412,2229,2848,30,0,1,0,66.2
254,255,2256,2884,30,0,1,0,4.31
254,384,6677,10026,30,0,1,0,31.85
255,261,2459,3158,30,0,1,0,24.19
256,232,2263,2894,30,0,1,0,89.61
256,380,6152,9082,30,0,1,0,35.29
257,63,2300,2943,30,0,1,0,41.03
257,154,4321,6023,30,0,1,0,21.22
257,258,2311,2959,30,0,1,0,42.28
258,406,3370,4450,30,0,1,0,58.2
258,413,2962,3844,30,0,1,0,8.86
259,163,2330,2985,30,0,1,0,36.65
259,266,2627,3376,30,0,1,0,77.96
259,346,4523,6390,30,0,1,0,24.68
260,412,2334,2990,30,0,1,0,106.52
261,133,7051,10644,30,0,1,0,35.96
262,128,2489,3195,30,0,1,0,88.67
262,265,2589,3333,30,0,1,0,22.48
263,130,3314,4382,30,0,1,0,30.93
263,194,2509,3217,30,0,1,0,47.16
264,262,2531,3245,30,0,1,0,16.25
265,164,6306,9344,30,0,1,0,5.2
266,22,5312,7664,30,0,1,0,77.39
266,112,4651,6591,30,0,1,0,26.01
267,268,2628,3378,30,0,1,0,8.65
267,303,3445,4569,30,0,1,0,5.87
268,267,2629,3379,30,0,1,0,8.65
268,367,5772,8438,30,0,1,0,12.63
269,155,2631,3381,30,0,1,0,36.55
269,346,4522,6389,30,0,1,0,24.49
270,264,4905,6998,30,0,1,0,10.75
271,241,2690,3469,30,0,1,0,133.0
272,21,2694,3473,30,0,1,0,62.19
272,180,8397,13210,30,0,1,0,8.29
273,274,2742,3538,50,0,2,0,18.9
274,324,3913,5320,50,0,2,0,45.72
275,69,2751,3550,30,0,1,0,100.27
275,118,6059,8914,30,0,1,0,7.21
276,188,7101,10742,30,0,1,0,43.91
276,209,2783,3594,30,0,1,0,33.42
277,24,5621,8221,30,0,1,0,20.79
277,182,3383,4469,30,0,1,0,47.31
278,75,3580,4792,30,0,1,0,31.65
278,99,5195,7466,30,0,1,0,12.48
279,228,2827,3667,30,0,1,0,19.15
280,282,2917,3788,30,0,1,0,25.98
280,391,7937,12226,30,0,1,0,12.96
281,191,6846,10324,30,0,1,0,43.74
281,240,2887,3740,30,0,1,0,26.08
282,404,5589,8170,30,0,1,0,36.47
283,66,3892,5282,30,0,1,0,13.6
283,194,2922,3794,30,0,1,0,46.62
283,227,3051,3986,30,0,1,0,16.62
284,120,2977,3863,30,0,1,0,31.06
284,232,5938,8719,30,0,1,0,25.59
285,144,2984,3872,30,0,1,0,55.41
286,325,3914,5322,50,0,2,0,37.1
287,373,8766,13931,30,0,1,0,10.28
288,462,3040,3971,30,0,2,0,64.54
289,93,3060,3996,30,0,1,0,4.66
289,402,5043,7226,30,0,2,0,32.99
290,235,3179,4163,30,0,1,0,8.65
291,401,3185,4170,30,0,1,0,22.05
292,293,3200,4190,50,0,2,0,18.29
293,414,4494,6333,50,0,2,0,4.77
294,190,3369,4449,30,0,1,0,46.4
295,296,3375,4457,30,0,1,0,47.37
295,332,7477,11374,30,0,1,0,8.6
296,10,3776,5082,30,0,1,0,54.33
297,400,3401,4495,30,0,1,0,49.0
298,121,3403,4497,30,0,1,0,128.75
298,245,4283,5933,30,0,1,0,83.9
299,12,4164,5749,30,0,1,0,41.45
299,303,6242,9243,30,0,1,0,35.41
299,328,3920,5339,30,0,1,0,27.93
300,301,3420,4518,30,0,1,0,9.03
300,367,5413,7844,30,0,1,0,10.28
301,251,7202,10910,30,0,1,0,28.56
301,300,3421,4519,30,0,1,0,9.19
301,390,7865,12080,30,0,1,0,29.99
302,68,3436,4546,50,0,2,0,27.03
302,381,6271,9292,30,0,1,0,4.72
303,267,3444,4568,30,0,1,0,6.03
303,299,6241,9242,30,0,1,0,35.19
303,313,7190,10892,30,0,1,0,17.95
304,404,3457,4595,30,0,1,0,20.45
305,345,4495,6334,50,0,2,0,94.94
306,58,7570,11520,30,0,1,0,7.32
306,307,3506,4680,30,0,1,0,43.9
307,310,3508,4685,30,0,1,0,16.05
308,309,3507,4682,30,0,1,0,46.99
309,340,4420,6192,30,0,1,0,10.28
310,401,7845,12042,30,0,2,0,14.86
311,169,7545,11484,30,0,1,0,8.94
311,233,3595,4813,30,0,1,0,12.47
311,339,6340,9407,30,0,1,0,133.67
312,93,3614,4850,30,0,1,0,72.17
312,371,5640,8249,30,0,1,0,49.19
312,450,4426,6202,30,0,1,0,44.6
313,303,7191,10893,30,0,1,0,17.98
313,319,5969,8775,30,0,1,0,22.06
313,458,3671,4934,10,0,1,0,29.44
314,315,3731,5015,50,0,2,0,19.68
315,377,6779,10213,50,0,2,0,12.63
316,273,4487,6319,50,0,2,0,58.44
317,318,3771,5073,30,0,1,0,27.26
318,252,4070,5599,30,0,1,0,26.74
319,36,6944,10490,30,0,1,0,30.44
319,313,5968,8774,30,0,1,0,22.22
320,216,3824,5161,30,0,1,0,7.3
321,81,9096,14565,30,0,2,0,54.95
321,436,3837,5184,30,0,1,0,159.12
322,405,4607,6527,30,0,1,0,45.02
322,412,3876,5255,30,0,1,0,33.43
323,91,7745,11861,30,0,1,0,17.51
324,415,3911,5317,50,0,2,0,14.68
325,204,3912,5319,50,0,2,0,16.61
326,327,3919,5337,50,0,2,0,97.49
327,414,7655,11706,50,0,2,0,7.25
328,335,6796,10240,30,0,1,0,47.43
328,363,7957,12282,30,0,1,0,25.81
329,198,3958,5401,30,0,1,0,17.39
330,47,3961,5405,30,0,1,0,74.48
330,370,6781,10216,30,0,1,0,8.76
331,7,3982,5436,50,0,2,0,12.37
332,188,4023,5514,30,0,1,0,11.43
333,398,5275,7605,30,0,2,0,11.48
334,398,4063,5581,50,0,2,0,62.82
335,251,4068,5596,30,0,1,0,35.66
335,328,6797,10241,30,0,1,0,47.62
336,48,4166,5752,30,0,1,0,9.11
336,185,4705,6662,30,0,1,0,5.53
337,297,4216,5828,30,0,1,0,6.26
338,29,6035,8878,30,0,1,0,6.36
